id,movie_id,imdb_id,movie_name,genre,vectors
940,1173,97108,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
941,1175,101700,Delicatessen (1991),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
942,1176,101765,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
943,1177,101811,Enchanted April (1992),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
944,1178,50825,Paths of Glory (1957),Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
945,1179,99703,"Grifters, The (1990)",Crime|Drama|Film-Noir,0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0
946,1180,102014,Hear My Song (1991),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
947,1183,116209,"English Patient, The (1996)",Drama|Romance|War,0|1|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
948,1184,102426,Mediterraneo (1991),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
949,1185,97937,My Left Foot (1989),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
950,1186,98724,"Sex, Lies, and Videotape (1989)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
951,1187,105107,Passion Fish (1992),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
952,1188,105488,Strictly Ballroom (1992),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
953,1189,96257,"Thin Blue Line, The (1988)",Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
954,1190,101026,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
955,1191,102370,Madonna: Truth or Dare (1991),Documentary|Musical,0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0
956,1192,100332,Paris Is Burning (1990),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
957,1193,73486,One Flew Over the Cuckoos Nest (1975),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
958,1194,78446,Cheech and Chongs Up in Smoke (1978),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
959,1196,80684,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
960,1197,93779,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,0|1|0|0|0|0|0|0|1|0|0|0|1|1|0|1|0|0|0|0
961,1198,82971,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
962,1199,88846,Brazil (1985),Fantasy|Sci-Fi,0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
963,1200,90605,Aliens (1986),Action|Adventure|Horror|Sci-Fi,0|0|0|1|1|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
964,1201,60196,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1
965,1202,94336,Withnail & I (1987),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
966,1203,50083,12 Angry Men (1957),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
967,1204,56172,Lawrence of Arabia (1962),Adventure|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0
968,1206,66921,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
969,1207,56592,To Kill a Mockingbird (1962),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
970,1208,78788,Apocalypse Now (1979),Action|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
971,1209,64116,Once Upon a Time in the West (Cera una volta il West) (1968),Action|Drama|Western,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1
972,1210,86190,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
973,1211,93191,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
974,1212,41959,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0
975,1213,99685,Goodfellas (1990),Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
976,1214,78748,Alien (1979),Horror|Sci-Fi,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
977,1215,106308,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,0|0|0|0|1|0|0|0|1|0|0|0|1|1|0|1|0|0|0|0
978,1216,95250,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
979,1217,89881,Ran (1985),Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
980,1218,97202,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
981,1219,54215,Psycho (1960),Crime|Horror,0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
982,1220,80455,"Blues Brothers, The (1980)",Action|Comedy|Musical,0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0
983,1221,71562,"Godfather: Part II, The (1974)",Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
984,1222,93058,Full Metal Jacket (1987),Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
985,1223,104361,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,0|0|0|1|0|0|0|0|0|0|1|0|1|0|0|1|0|1|0|0
986,1224,97499,Henry V (1989),Action|Drama|Romance|War,0|1|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
987,1225,86879,Amadeus (1984),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
988,1226,45061,"Quiet Man, The (1952)",Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
989,1227,87843,Once Upon a Time in America (1984),Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
990,1228,81398,Raging Bull (1980),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
991,1230,75686,Annie Hall (1977),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
992,1231,86197,"Right Stuff, The (1983)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
993,1232,79944,Stalker (1979),Drama|Mystery|Sci-Fi,1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
994,1233,82096,"Boot, Das (Boat, The) (1981)",Action|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
995,1234,70735,"Sting, The (1973)",Comedy|Crime,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
996,1235,67185,Harold and Maude (1971),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
997,1236,103130,Trust (1990),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
998,1237,50976,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
999,1238,85859,Local Hero (1983),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
1000,1240,88247,"Terminator, The (1984)",Action|Sci-Fi|Thriller,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
1001,1241,103873,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
1002,1242,97441,Glory (1989),Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
1003,1243,100519,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
1004,1244,79522,Manhattan (1979),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
1005,1245,100150,Millers Crossing (1990),Crime|Drama|Film-Noir|Thriller,0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|0
1006,1246,97165,Dead Poets Society (1989),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1007,1247,61722,"Graduate, The (1967)",Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
1008,1248,52311,Touch of Evil (1958),Crime|Film-Noir|Thriller,0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1|0
1009,1249,100263,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
1010,1250,50212,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0
1011,1251,56801,8 1/2 (8½) (1963),Drama|Fantasy,0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
1012,1252,71315,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1|0
1013,1253,43456,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
1014,1254,40897,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|0|1
1015,1255,92610,Bad Taste (1987),Comedy|Horror|Sci-Fi,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
1016,1256,23969,Duck Soup (1933),Comedy|Musical|War,0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|1|0|0|0|0
1017,1257,88794,Better Off Dead... (1985),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
1018,1258,81505,"Shining, The (1980)",Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1019,1259,92005,Stand by Me (1986),Adventure|Drama,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
1020,1260,22100,M (1931),Crime|Film-Noir|Thriller,0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1|0
1021,1261,92991,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0
1022,1262,57115,"Great Escape, The (1963)",Action|Adventure|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|1|1|0|0|0|0|0|0
1023,1263,77416,"Deer Hunter, The (1978)",Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
1024,1264,82269,Diva (1981),Action|Drama|Mystery|Romance|Thriller,1|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0
1025,1265,107048,Groundhog Day (1993),Comedy|Fantasy|Romance,0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
1026,1266,105695,Unforgiven (1992),Drama|Western,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1
1027,1267,56218,"Manchurian Candidate, The (1962)",Crime|Thriller|War,0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|1|0
1028,1268,100436,Pump Up the Volume (1990),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
1029,1269,36613,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0
1030,1270,88763,Back to the Future (1985),Adventure|Comedy|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0
1031,1271,101921,Fried Green Tomatoes (1991),Comedy|Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0
1032,1272,66206,Patton (1970),Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
1033,1273,90967,Down by Law (1986),Comedy|Drama|Film-Noir,0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0
1034,1274,94625,Akira (1988),Action|Adventure|Animation|Sci-Fi,0|0|0|1|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0
1035,1275,91203,Highlander (1986),Action|Adventure|Fantasy,0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0
1036,1276,61512,Cool Hand Luke (1967),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1037,1277,99334,Cyrano de Bergerac (1990),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
1038,1278,72431,Young Frankenstein (1974),Comedy|Fantasy,0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
1039,1279,102536,Night on Earth (1991),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
1040,1280,101640,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1041,1281,32553,"Great Dictator, The (1940)",Comedy|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|0
1042,1282,32455,Fantasia (1940),Animation|Children|Fantasy|Musical,0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|1|0|0
1043,1283,44706,High Noon (1952),Drama|Western,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1
1044,1284,38355,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
1045,1285,97493,Heathers (1989),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
1046,1286,81534,Somewhere in Time (1980),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1047,1287,52618,Ben-Hur (1959),Action|Adventure|Drama,0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|0|0
1048,1288,88258,This Is Spinal Tap (1984),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
1049,1289,85809,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
1050,1290,94006,Some Kind of Wonderful (1987),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1051,1291,97576,Indiana Jones and the Last Crusade (1989),Action|Adventure,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
1052,1292,78841,Being There (1979),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
1053,1293,83987,Gandhi (1982),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1054,1295,96332,"Unbearable Lightness of Being, The (1988)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1055,1296,91867,"Room with a View, A (1986)",Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1056,1297,89886,Real Genius (1985),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
1057,1298,84503,Pink Floyd: The Wall (1982),Drama|Musical,0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
1058,1299,87553,"Killing Fields, The (1984)",Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
1059,1300,89606,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
1060,1301,49223,Forbidden Planet (1956),Drama|Sci-Fi,0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1061,1302,97351,Field of Dreams (1989),Children|Drama|Fantasy,0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|0|0
1062,1303,73341,"Man Who Would Be King, The (1975)",Adventure|Drama,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
1063,1304,64115,Butch Cassidy and the Sundance Kid (1969),Action|Western,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1
1064,1305,87884,"Paris, Texas (1984)",Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1065,1306,101458,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi,0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
1066,1307,98635,When Harry Met Sally... (1989),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
1067,1311,117550,Santa with Muscles (1996),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
1068,1312,116293,Female Perversions (1996),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1069,1317,116601,Im Not Rappaport (1996),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
1070,1318,112537,Blue Juice (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
1071,1320,103644,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,0|0|0|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
1072,1321,82010,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0
1073,1322,103678,Amityville 1992: Its About Time (1992),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1074,1323,85159,Amityville 3-D (1983),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1075,1324,115535,Amityville: Dollhouse (1996),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1076,1325,106262,Amityville: A New Generation (1993),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1077,1326,83550,Amityville II: The Possession (1982),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1078,1327,78767,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
1079,1328,99030,"Amityville Curse, The (1990)",Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1080,1329,71233,Blood for Dracula (Andy Warhols Dracula) (1974),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1081,1330,90655,April Fools Day (1986),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1082,1332,92632,"Believers, The (1987)",Horror|Thriller,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
1083,1333,56869,"Birds, The (1963)",Horror|Thriller,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
1084,1334,51418,"Blob, The (1958)",Horror|Sci-Fi,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1085,1336,101492,Body Parts (1991),Horror|Thriller,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
1086,1337,37549,"Body Snatcher, The (1945)",Drama|Horror|Thriller,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
1087,1339,103874,Dracula (Bram Stokers Dracula) (1992),Fantasy|Horror|Romance|Thriller,0|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0
1088,1340,26138,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1089,1342,103919,Candyman (1992),Horror|Thriller,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
1090,1343,101540,Cape Fear (1991),Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
1091,1344,55824,Cape Fear (1962),Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
1092,1345,74285,Carrie (1976),Drama|Fantasy|Horror|Thriller,0|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|1|0
1093,1346,83722,Cat People (1982),Drama|Fantasy|Horror,0|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
1094,1347,87800,"Nightmare on Elm Street, A (1984)",Horror|Thriller,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
1095,1348,13442,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1096,1349,91651,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1097,1350,75005,"Omen, The (1976)",Horror|Mystery|Thriller,1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
1098,1351,115710,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
1099,1352,115495,Albino Alligator (1996),Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
1100,1353,117057,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
1101,1354,115751,Breaking the Waves (1996),Drama|Mystery,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1102,1355,119791,Nightwatch (1997),Horror|Thriller,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
1103,1356,117731,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0
1104,1357,117631,Shine (1996),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1105,1358,117666,Sling Blade (1996),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1106,1359,116705,Jingle All the Way (1996),Children|Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0
1107,1361,117293,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
1108,1363,117372,"Preachers Wife, The (1996)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1109,1365,117477,Ridicule (1996),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1110,1366,115988,"Crucible, The (1996)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1111,1367,115433,101 Dalmatians (1996),Adventure|Children|Comedy,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|1|0|0
1112,1370,99423,Die Hard 2 (1990),Action|Adventure|Thriller,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0
1113,1371,79945,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
1114,1372,102975,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,1|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
1115,1373,98382,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
1116,1374,84726,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0
1117,1375,88170,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
1118,1376,92007,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0
1119,1377,103776,Batman Returns (1992),Action|Crime,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
1120,1378,96487,Young Guns (1988),Action|Comedy|Western,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|1
1121,1379,100994,Young Guns II (1990),Action|Western,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1
1122,1380,77631,Grease (1978),Comedy|Musical|Romance,0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
1123,1381,84021,Grease 2 (1982),Comedy|Musical|Romance,0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
1124,1382,100114,Marked for Death (1990),Action|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
1125,1385,105690,Under Siege (1992),Action|Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0
1126,1386,52287,Terror in a Texas Town (1958),Western,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
1127,1387,73195,Jaws (1975),Action|Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
1128,1388,77766,Jaws 2 (1978),Horror|Thriller,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
1129,1389,85750,Jaws 3-D (1983),Action|Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
